program,sequence_id,pass_sequence,execution_time,binary_size,feature_total_instructions,feature_total_basic_blocks,feature_total_lines,feature_num_functions,feature_num_declarations,feature_total_function_calls,feature_num_br,feature_num_conditional_br,feature_num_unconditional_br,feature_num_switch,feature_num_select,feature_num_icmp,feature_num_fcmp,feature_num_ret,feature_num_phi,feature_num_load,feature_num_store,feature_num_alloca,feature_num_getelementptr,feature_num_ptrtoint,feature_num_inttoptr,feature_num_memcpy,feature_num_memset,feature_num_memmove,feature_num_add,feature_num_sub,feature_num_mul,feature_num_div,feature_num_rem,feature_num_fadd,feature_num_fsub,feature_num_fmul,feature_num_fdiv,feature_num_and,feature_num_or,feature_num_xor,feature_num_shl,feature_num_shr,feature_estimated_loops,feature_num_back_edges,feature_num_direct_calls,feature_num_indirect_calls,feature_num_tail_calls,feature_uses_i1,feature_uses_i8,feature_uses_i32,feature_uses_i64,feature_uses_float,feature_uses_double,feature_uses_ptr,feature_uses_array,feature_uses_vector,feature_cyclomatic_complexity,feature_avg_block_size,feature_memory_intensity,feature_branch_intensity,feature_arithmetic_intensity,feature_call_intensity,feature_phi_ratio,feature_load_store_ratio,machine_m,machine_a,machine_f,machine_d,machine_c,machine_lui-addi-fusion,machine_zba,machine_auipc-addi-fusion,machine_zcmp,machine_zbs,machine_zbb,machine_ld-add-fusion,machine_zbc,machine_zcb,machine_relocation-model,machine_O,machine_relax,machine_code-model,machine_conditional-cmv-fusion,machine_no-optimized-zero-stride-load,machine_fast-unaligned-access,machine_zcmt,machine_v
142_linear_programming,1,elim-avail-extern tailcallelim gvn dce dse simplifycfg early-cse,0.015796546000274247,560632,421,75,815,6,3,10,75,23,52,0,0,18,5,6,0,174,86,51,72,0,0,0,0,0,27,5,4,0,5,2,0,0,5,0,0,0,0,0,0,98,10,0,0,23,2,388,135,0,137,0,69,0,12,5.613333333333333,0.6175771971496437,0.17814726840855108,0.0855106888361045,0.023752969121140142,0.0,2.0232558139534884,True,True,True,True,True,,,,,,False,,True,,,3,,,,,,,
142_linear_programming,2,elim-avail-extern slp-vectorizer sccp globaldce licm loop-vectorize simplifycfg mergereturn lower-expect strip-dead-prototypes loop-vectorize jump-threading argpromotion,0.013569155998993665,560624,421,75,815,6,3,10,75,23,52,0,0,18,5,6,0,174,86,51,72,0,0,0,0,0,27,5,4,0,5,2,0,0,5,0,0,0,0,0,0,98,10,0,0,23,2,388,135,0,137,0,69,0,12,5.613333333333333,0.6175771971496437,0.17814726840855108,0.0855106888361045,0.023752969121140142,0.0,2.0232558139534884,True,True,True,True,True,,False,False,,,,False,,,static,,False,,False,,,,
144_spring_mass_system,6,dce mergereturn slp-vectorizer dse dce mergereturn annotation-remarks div-rem-pairs correlated-propagation,0.022167841998452786,556504,292,32,519,4,5,16,32,8,24,0,0,8,0,4,0,124,56,33,54,0,0,0,0,0,12,3,0,0,0,4,4,7,2,0,0,0,0,0,0,40,16,0,0,8,2,209,66,0,154,0,2,0,8,9.125,0.6164383561643836,0.1095890410958904,0.05136986301369863,0.0547945205479452,0.0,2.2142857142857144,True,True,True,True,True,,,,,,,,,True,,,False,,False,,False,,
144_spring_mass_system,7,lower-expect loop-reduce instsimplify instcombine loop-rotate mem2reg loop-vectorize,0.023699614999713958,556480,292,32,519,4,5,16,32,8,24,0,0,8,0,4,0,124,56,33,54,0,0,0,0,0,12,3,0,0,0,4,4,7,2,0,0,0,0,0,0,40,16,0,0,8,2,209,66,0,154,0,2,0,8,9.125,0.6164383561643836,0.1095890410958904,0.05136986301369863,0.0547945205479452,0.0,2.2142857142857144,True,True,True,True,True,,False,,,,,,,,,2,,,,,,,False
145_dancing_links,4,deadargelim dce simplifycfg,0.015546012000413612,560688,516,71,956,9,4,20,71,22,49,0,0,22,0,9,0,245,117,49,158,0,0,0,0,0,16,1,1,0,1,0,0,0,1,0,0,0,0,0,0,93,20,0,0,22,2,496,47,0,6,0,15,0,18,7.267605633802817,0.7015503875968992,0.1375968992248062,0.03488372093023256,0.03875968992248062,0.0,2.094017094017094,True,True,True,True,True,,,,,True,False,,,False,,,,,,,False,,
145_dancing_links,8,early-cse reassociate lower-matrix-intrinsics lower-matrix-intrinsics lowerswitch mem2reg sroa mem2reg break-crit-edges loop-reduce memcpyopt loop-reduce,0.014883087000271189,560688,516,71,956,9,4,20,71,22,49,0,0,22,0,9,0,245,117,49,158,0,0,0,0,0,16,1,1,0,1,0,0,0,1,0,0,0,0,0,0,93,20,0,0,22,2,496,47,0,6,0,15,0,18,7.267605633802817,0.7015503875968992,0.1375968992248062,0.03488372093023256,0.03875968992248062,0.0,2.094017094017094,True,True,True,True,True,,,False,False,,False,,True,False,pic,2,True,,,,,,
146_collision_detection,6,reassociate break-crit-edges loop-rotate indvars mergereturn,0.05032528699848626,556504,423,25,626,4,7,22,25,11,14,0,0,6,8,4,2,163,51,31,117,0,0,0,0,0,11,1,4,0,0,4,9,7,5,4,0,0,0,0,2,36,22,0,0,16,2,344,59,0,187,0,2,0,8,16.92,0.5059101654846335,0.0591016548463357,0.037825059101654845,0.05200945626477541,0.08,3.196078431372549,True,True,True,True,True,,True,,False,False,False,,False,True,,,,,,,,False,False
152_hungarian_algorithm,4,globalopt annotation-remarks loop-vectorize div-rem-pairs consthoist loop-simplify early-cse early-cse annotation-remarks loop-deletion adce always-inline gvn loop-unroll,0.013965258000098402,556368,252,46,514,3,5,11,46,14,32,0,0,14,0,3,1,108,53,32,30,0,0,0,0,0,12,12,2,0,1,0,0,0,1,0,0,0,0,0,1,60,11,0,0,14,2,291,99,0,6,0,27,0,6,5.478260869565218,0.6388888888888888,0.18253968253968253,0.10317460317460317,0.04365079365079365,0.021739130434782608,2.0377358490566038,True,True,True,True,True,,,True,,,False,False,,,,,,,False,False,,,
152_hungarian_algorithm,9,partial-inliner loop-deletion gvn ipsccp annotation-remarks annotation-remarks dse indvars elim-avail-extern elim-avail-extern loop-deletion sroa,0.013213742999141687,556536,252,46,514,3,5,11,46,14,32,0,0,14,0,3,1,108,53,32,30,0,0,0,0,0,12,12,2,0,1,0,0,0,1,0,0,0,0,0,1,60,11,0,0,14,2,291,99,0,6,0,27,0,6,5.478260869565218,0.6388888888888888,0.18253968253968253,0.10317460317460317,0.04365079365079365,0.021739130434782608,2.0377358490566038,True,True,True,True,True,,,False,,,,,,,static,,,medium,,,True,,True
14_boyer_moore,0,ipsccp lowerswitch lower-constant-intrinsics,0.05445204899842793,561488,160,29,353,3,7,11,29,9,20,0,0,9,0,3,3,66,33,23,12,0,0,0,0,0,13,5,0,0,1,0,0,0,1,0,0,0,0,0,3,38,11,0,0,10,22,156,46,0,6,0,6,0,6,5.517241379310345,0.61875,0.18125,0.1125,0.06875,0.10344827586206896,2.0,True,True,True,True,True,,,,,,False,,,,,,True,,,,False,,
14_boyer_moore,7,mem2reg lower-constant-intrinsics tailcallelim mem2reg instcombine early-cse lowerswitch loop-deletion annotation-remarks,0.05248641500111262,561544,160,29,353,3,7,11,29,9,20,0,0,9,0,3,3,66,33,23,12,0,0,0,0,0,13,5,0,0,1,0,0,0,1,0,0,0,0,0,3,38,11,0,0,10,22,156,46,0,6,0,6,0,6,5.517241379310345,0.61875,0.18125,0.1125,0.06875,0.10344827586206896,2.0,True,True,True,True,True,,False,False,,True,True,,,True,,,,,False,,,,
14_boyer_moore,9,globaldce slp-vectorizer correlated-propagation globalopt dse loop-deletion div-rem-pairs tailcallelim inline dse jump-threading tailcallelim,0.04613047900056699,561512,160,29,353,3,7,11,29,9,20,0,0,9,0,3,3,66,33,23,12,0,0,0,0,0,13,5,0,0,1,0,0,0,1,0,0,0,0,0,3,38,11,0,0,10,22,156,46,0,6,0,6,0,6,5.517241379310345,0.61875,0.18125,0.1125,0.06875,0.10344827586206896,2.0,True,True,True,True,True,,True,,,,True,,False,,,,,,,,,,
153_delaunay_triangulation,1,loop-vectorize consthoist early-cse,0.01573179600018193,556672,278,18,446,4,5,18,18,6,12,0,0,6,1,4,1,119,45,32,44,0,0,0,0,0,7,1,2,0,0,0,10,10,3,2,0,0,0,0,1,24,18,0,0,8,1,191,46,0,141,0,4,0,8,15.444444444444445,0.5899280575539568,0.06474820143884892,0.03597122302158273,0.06474820143884892,0.05555555555555555,2.6444444444444444,True,True,True,True,True,,,True,,,,,True,True,,,,,,True,True,False,True
153_delaunay_triangulation,3,partial-inliner deadargelim annotation-remarks sccp dse argpromotion licm slp-vectorizer gvn,0.0139317339999252,556656,278,18,446,4,5,18,18,6,12,0,0,6,1,4,1,119,45,32,44,0,0,0,0,0,7,1,2,0,0,0,10,10,3,2,0,0,0,0,1,24,18,0,0,8,1,191,46,0,141,0,4,0,8,15.444444444444445,0.5899280575539568,0.06474820143884892,0.03597122302158273,0.06474820143884892,0.05555555555555555,2.6444444444444444,True,True,True,True,True,,,,,,True,,True,,static,1,,,,True,True,,True
153_delaunay_triangulation,4,always-inline always-inline sroa inline slp-vectorizer lower-matrix-intrinsics simplifycfg instsimplify correlated-propagation always-inline globaldce globaldce lowerswitch,0.01277516199843376,556464,278,18,446,4,5,18,18,6,12,0,0,6,1,4,1,119,45,32,44,0,0,0,0,0,7,1,2,0,0,0,10,10,3,2,0,0,0,0,1,24,18,0,0,8,1,191,46,0,141,0,4,0,8,15.444444444444445,0.5899280575539568,0.06474820143884892,0.03597122302158273,0.06474820143884892,0.05555555555555555,2.6444444444444444,True,True,True,True,True,True,False,,False,False,,,True,,,2,,,False,,,,
158_morphology_operations,8,mergereturn lowerswitch dse correlated-propagation,0.15608917499957897,556440,261,50,557,5,4,19,50,19,31,0,0,19,0,5,0,133,62,47,5,0,0,0,0,0,18,5,10,0,0,0,0,0,1,1,0,0,0,0,0,69,19,0,0,19,34,264,31,0,6,0,1,0,10,5.22,0.7471264367816092,0.19157088122605365,0.12643678160919541,0.07279693486590039,0.0,2.1451612903225805,True,True,True,True,True,,,,False,,,,,False,,,,,,True,,,
15_aho_corasick,0,partial-inliner lowerswitch loop-rotate div-rem-pairs instsimplify loop-unroll instsimplify loop-reduce simplifycfg loop-vectorize annotation-remarks,0.024982620001537725,561784,183,36,417,3,8,12,36,13,23,0,0,13,0,3,1,69,38,24,24,0,0,2,3,0,9,3,0,0,1,0,0,0,1,0,1,0,1,0,1,49,12,0,0,19,25,202,89,0,6,0,34,0,6,5.083333333333333,0.5846994535519126,0.19672131147540983,0.06557377049180328,0.06557377049180328,0.027777777777777776,1.8157894736842106,True,True,True,True,True,,True,False,,,,False,False,,,,,,False,False,,False,True
15_aho_corasick,9,globalopt break-crit-edges loop-reduce,0.02236682200054929,561624,183,36,417,3,8,12,36,13,23,0,0,13,0,3,1,69,38,24,24,0,0,2,3,0,9,3,0,0,1,0,0,0,1,0,1,0,1,0,1,49,12,0,0,19,25,202,89,0,6,0,34,0,6,5.083333333333333,0.5846994535519126,0.19672131147540983,0.06557377049180328,0.06557377049180328,0.027777777777777776,1.8157894736842106,True,True,True,True,True,,True,,,True,,,,,,,False,,,,True,,
160_integral_image,1,annotation-remarks dse div-rem-pairs early-cse lower-expect div-rem-pairs jump-threading lower-matrix-intrinsics dse memcpyopt,0.02215127400086203,556384,248,36,462,3,4,10,36,12,24,0,0,12,0,3,6,107,45,35,10,0,0,0,0,0,22,14,16,0,2,0,0,0,1,1,0,0,0,0,6,48,10,0,0,12,8,220,101,0,6,0,2,0,6,6.888888888888889,0.6129032258064516,0.14516129032258066,0.20967741935483872,0.04032258064516129,0.16666666666666666,2.3777777777777778,True,True,True,True,True,,,False,,,,,,,static,2,,small,,,,False,
163_seam_carving,0,adce slp-vectorizer licm sccp lower-expect loop-deletion sroa loop-simplify sroa gvn,0.05228947700015851,556432,387,58,704,4,5,16,58,22,36,0,0,22,0,4,0,179,66,42,22,0,0,0,0,0,34,20,24,0,0,0,0,0,1,1,0,0,0,0,0,80,16,0,0,25,16,417,68,0,6,0,1,0,8,6.672413793103448,0.6330749354005168,0.14987080103359174,0.20155038759689922,0.041343669250646,0.0,2.712121212121212,True,True,True,True,True,,True,,,,,,,False,,,,medium,,,False,,
163_seam_carving,2,partial-inliner div-rem-pairs correlated-propagation globalopt licm div-rem-pairs argpromotion function-attrs loop-reduce deadargelim globaldce strip-dead-prototypes dse,0.05929002599987143,556424,387,58,704,4,5,16,58,22,36,0,0,22,0,4,0,179,66,42,22,0,0,0,0,0,34,20,24,0,0,0,0,0,1,1,0,0,0,0,0,80,16,0,0,25,16,417,68,0,6,0,1,0,8,6.672413793103448,0.6330749354005168,0.14987080103359174,0.20155038759689922,0.041343669250646,0.0,2.712121212121212,True,True,True,True,True,,,,False,False,,,False,,,,,medium,,False,,,
163_seam_carving,8,partial-inliner slp-vectorizer loop-unroll-and-jam instsimplify div-rem-pairs argpromotion ipsccp simplifycfg strip-dead-prototypes lower-expect lower-expect lowerswitch,0.05095803500080365,556432,387,58,704,4,5,16,58,22,36,0,0,22,0,4,0,179,66,42,22,0,0,0,0,0,34,20,24,0,0,0,0,0,1,1,0,0,0,0,0,80,16,0,0,25,16,417,68,0,6,0,1,0,8,6.672413793103448,0.6330749354005168,0.14987080103359174,0.20155038759689922,0.041343669250646,0.0,2.712121212121212,True,True,True,True,True,True,True,False,,,False,True,,,,,False,medium,,,,,
169_maze_generation,4,globaldce simplifycfg dse gvn annotation-remarks licm loop-reduce mergereturn lower-constant-intrinsics deadargelim annotation-remarks loop-vectorize tailcallelim loop-rotate,0.013892151000618469,556384,307,49,580,3,5,10,49,17,32,0,0,17,0,3,0,119,53,29,77,0,0,2,0,0,12,1,1,0,1,0,0,0,1,0,0,0,0,0,0,66,10,0,0,19,2,347,175,0,6,0,89,0,6,6.26530612244898,0.5602605863192183,0.15960912052117263,0.04560260586319218,0.03257328990228013,0.0,2.2452830188679247,True,True,True,True,True,,,,,,,,,,,,True,small,True,True,,False,
169_maze_generation,5,strip-dead-prototypes mem2reg loop-vectorize div-rem-pairs gvn jump-threading annotation-remarks sccp,0.013719553999180789,556392,307,49,580,3,5,10,49,17,32,0,0,17,0,3,0,119,53,29,77,0,0,2,0,0,12,1,1,0,1,0,0,0,1,0,0,0,0,0,0,66,10,0,0,19,2,347,175,0,6,0,89,0,6,6.26530612244898,0.5602605863192183,0.15960912052117263,0.04560260586319218,0.03257328990228013,0.0,2.2452830188679247,True,True,True,True,True,,True,False,,,,False,,,,1,True,medium,,,False,False,
169_maze_generation,6,globalopt sccp break-crit-edges mergereturn,0.01490641400050663,556392,307,49,580,3,5,10,49,17,32,0,0,17,0,3,0,119,53,29,77,0,0,2,0,0,12,1,1,0,1,0,0,0,1,0,0,0,0,0,0,66,10,0,0,19,2,347,175,0,6,0,89,0,6,6.26530612244898,0.5602605863192183,0.15960912052117263,0.04560260586319218,0.03257328990228013,0.0,2.2452830188679247,True,True,True,True,True,,,False,False,,,,True,,,3,True,medium,,True,,,False
169_maze_generation,8,inline lowerswitch loop-unroll-and-jam div-rem-pairs reassociate,0.015701690999776474,556384,307,49,580,3,5,10,49,17,32,0,0,17,0,3,0,119,53,29,77,0,0,2,0,0,12,1,1,0,1,0,0,0,1,0,0,0,0,0,0,66,10,0,0,19,2,347,175,0,6,0,89,0,6,6.26530612244898,0.5602605863192183,0.15960912052117263,0.04560260586319218,0.03257328990228013,0.0,2.2452830188679247,True,True,True,True,True,,,,,,,True,,,,3,,,True,False,True,,False
166_julia_set,2,strip-dead-prototypes lowerswitch lower-expect loop-unroll lowerswitch loop-unroll-and-jam mergereturn consthoist adce mem2reg ipsccp break-crit-edges,0.34241943000051833,556592,150,17,306,3,5,13,17,5,12,0,0,4,1,3,1,66,41,33,2,0,0,0,0,0,6,1,4,1,0,1,2,3,3,0,0,0,0,0,1,22,13,0,0,6,8,113,27,0,113,0,2,0,6,8.823529411764707,0.7133333333333334,0.11333333333333333,0.08,0.08666666666666667,0.058823529411764705,1.6097560975609757,True,True,True,True,True,True,False,,,True,,,,,,,,,,,,,True
166_julia_set,8,loop-unroll-and-jam loop-unroll-and-jam licm,0.3643098379998264,556408,150,17,306,3,5,13,17,5,12,0,0,4,1,3,1,66,41,33,2,0,0,0,0,0,6,1,4,1,0,1,2,3,3,0,0,0,0,0,1,22,13,0,0,6,8,113,27,0,113,0,2,0,6,8.823529411764707,0.7133333333333334,0.11333333333333333,0.08,0.08666666666666667,0.058823529411764705,1.6097560975609757,True,True,True,True,True,,,,False,,,,,,pic,,,,,,,False,
166_julia_set,9,early-cse break-crit-edges lowerswitch early-cse instcombine dse tailcallelim dce loop-reduce instcombine loop-vectorize correlated-propagation,0.36656099500032724,556408,150,17,306,3,5,13,17,5,12,0,0,4,1,3,1,66,41,33,2,0,0,0,0,0,6,1,4,1,0,1,2,3,3,0,0,0,0,0,1,22,13,0,0,6,8,113,27,0,113,0,2,0,6,8.823529411764707,0.7133333333333334,0.11333333333333333,0.08,0.08666666666666667,0.058823529411764705,1.6097560975609757,True,True,True,True,True,,,False,,,,False,,,,,False,,,,,,
16_suffix_array,0,mem2reg early-cse instsimplify reassociate break-crit-edges slp-vectorizer div-rem-pairs loop-reduce,0.03724007500022708,561488,108,12,243,3,8,14,12,3,9,0,0,3,0,3,0,44,24,16,12,0,0,0,0,0,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,15,14,0,0,3,7,102,40,0,6,0,1,0,6,9.0,0.6296296296296297,0.1111111111111111,0.07407407407407407,0.12962962962962962,0.0,1.8333333333333333,True,True,True,True,True,False,True,,,,,False,,,,,,,,False,True,,
16_suffix_array,1,loop-vectorize indvars div-rem-pairs loop-rotate reassociate memcpyopt,0.03318559999934223,561480,108,12,243,3,8,14,12,3,9,0,0,3,0,3,0,44,24,16,12,0,0,0,0,0,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,15,14,0,0,3,7,102,40,0,6,0,1,0,6,9.0,0.6296296296296297,0.1111111111111111,0.07407407407407407,0.12962962962962962,0.0,1.8333333333333333,True,True,True,True,True,False,,,False,,,False,False,,,0,,,,,True,,False
16_suffix_array,3,elim-avail-extern strip-dead-prototypes sccp ipsccp sccp dce loop-vectorize instcombine tailcallelim loop-reduce loop-simplify memcpyopt elim-avail-extern mergereturn,0.032612073000564124,561496,108,12,243,3,8,14,12,3,9,0,0,3,0,3,0,44,24,16,12,0,0,0,0,0,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,15,14,0,0,3,7,102,40,0,6,0,1,0,6,9.0,0.6296296296296297,0.1111111111111111,0.07407407407407407,0.12962962962962962,0.0,1.8333333333333333,True,True,True,True,True,,True,,,True,,True,,,,2,True,medium,,True,True,,
16_suffix_array,5,function-attrs jump-threading loop-unroll-and-jam mergereturn dce loop-rotate adce memcpyopt,0.037000902000727365,561656,108,12,243,3,8,14,12,3,9,0,0,3,0,3,0,44,24,16,12,0,0,0,0,0,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,15,14,0,0,3,7,102,40,0,6,0,1,0,6,9.0,0.6296296296296297,0.1111111111111111,0.07407407407407407,0.12962962962962962,0.0,1.8333333333333333,True,True,True,True,True,False,False,,,True,,,,,,,,,True,,,,True
16_suffix_array,8,div-rem-pairs reassociate loop-unroll-and-jam,0.029110065999702783,561496,108,12,243,3,8,14,12,3,9,0,0,3,0,3,0,44,24,16,12,0,0,0,0,0,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,15,14,0,0,3,7,102,40,0,6,0,1,0,6,9.0,0.6296296296296297,0.1111111111111111,0.07407407407407407,0.12962962962962962,0.0,1.8333333333333333,True,True,True,True,True,,True,,,,,,True,,static,2,True,,False,True,,,
168_laplace_equation,1,break-crit-edges slp-vectorizer sroa memcpyopt,0.31989068999973824,556616,259,43,513,4,5,12,43,12,31,0,0,10,2,4,1,118,49,29,28,0,0,0,0,0,13,9,2,0,0,4,1,1,2,0,0,0,0,0,1,55,12,0,0,13,2,195,73,0,78,0,2,0,8,6.023255813953488,0.6447876447876448,0.16602316602316602,0.09266409266409266,0.04633204633204633,0.023255813953488372,2.4081632653061225,True,True,True,True,True,,False,,,,,,,,,,True,,,,,,True
168_laplace_equation,4,loop-simplify correlated-propagation loop-unroll-and-jam,0.33020203900014167,556448,259,43,513,4,5,12,43,12,31,0,0,10,2,4,1,118,49,29,28,0,0,0,0,0,13,9,2,0,0,4,1,1,2,0,0,0,0,0,1,55,12,0,0,13,2,195,73,0,78,0,2,0,8,6.023255813953488,0.6447876447876448,0.16602316602316602,0.09266409266409266,0.04633204633204633,0.023255813953488372,2.4081632653061225,True,True,True,True,True,,,,,,,False,,,,,False,small,,,,,False
168_laplace_equation,9,adce tailcallelim simplifycfg break-crit-edges loop-deletion correlated-propagation tailcallelim sccp break-crit-edges mem2reg loop-unroll loop-simplify slp-vectorizer break-crit-edges,0.32634674700057076,556456,259,43,513,4,5,12,43,12,31,0,0,10,2,4,1,118,49,29,28,0,0,0,0,0,13,9,2,0,0,4,1,1,2,0,0,0,0,0,1,55,12,0,0,13,2,195,73,0,78,0,2,0,8,6.023255813953488,0.6447876447876448,0.16602316602316602,0.09266409266409266,0.04633204633204633,0.023255813953488372,2.4081632653061225,True,True,True,True,True,,,,,,True,False,,False,static,0,,,False,True,True,,
170_a_star_maze,6,globalopt loop-unroll simplifycfg function-attrs loop-unroll,0.051782579999780864,556448,341,45,635,4,7,21,45,18,27,0,1,19,0,4,0,158,72,40,50,0,0,2,0,0,17,7,3,0,0,0,0,0,1,1,0,0,0,0,0,63,21,0,0,25,2,396,88,0,6,1,24,0,8,7.5777777777777775,0.6744868035190615,0.13196480938416422,0.07917888563049853,0.06158357771260997,0.0,2.1944444444444446,True,True,True,True,True,,,False,,True,,False,,True,,,,,,,True,False,
173_bit_reversal,6,globaldce consthoist loop-vectorize slp-vectorizer,0.2504028860003018,556696,263,47,545,5,4,12,47,13,34,0,0,13,0,5,0,102,61,30,20,0,0,0,0,0,12,2,1,0,0,0,0,0,1,15,11,0,11,12,0,60,12,0,0,13,24,306,59,0,6,0,11,0,10,5.595744680851064,0.6197718631178707,0.17870722433460076,0.057034220532319393,0.045627376425855515,0.0,1.6721311475409837,True,True,True,True,True,,True,False,False,,,,False,,,,True,,,,,,
174_gray_code,2,inline lower-expect slp-vectorizer slp-vectorizer,0.058532163999188924,556568,159,25,365,7,4,16,25,7,18,0,1,8,0,7,0,66,46,32,5,0,0,0,0,0,10,2,1,0,0,0,0,0,1,1,0,3,2,3,0,32,16,0,0,9,5,201,43,0,6,0,5,0,14,6.36,0.7044025157232704,0.15723270440251572,0.08176100628930817,0.10062893081761007,0.0,1.434782608695652,True,True,True,True,True,,,,,,,,True,,,,False,,,,,False,
174_gray_code,7,lowerswitch loop-deletion lower-matrix-intrinsics instsimplify sroa sccp consthoist loop-reduce memcpyopt loop-simplify adce,0.062329472000783426,556584,159,25,365,7,4,16,25,7,18,0,1,8,0,7,0,66,46,32,5,0,0,0,0,0,10,2,1,0,0,0,0,0,1,1,0,3,2,3,0,32,16,0,0,9,5,201,43,0,6,0,5,0,14,6.36,0.7044025157232704,0.15723270440251572,0.08176100628930817,0.10062893081761007,0.0,1.434782608695652,True,True,True,True,True,,True,,,,,,True,,static,,,,,,,,
175_morton_code,7,globaldce dse consthoist licm slp-vectorizer div-rem-pairs ipsccp reassociate lower-constant-intrinsics tailcallelim dse globaldce,0.0627927509995061,556576,263,16,475,9,4,22,16,4,12,0,0,4,0,9,0,102,72,39,4,0,0,0,0,0,14,1,5,0,2,0,0,0,1,25,19,0,11,11,0,20,22,0,0,4,2,339,39,0,6,0,2,0,18,16.4375,0.6615969581749049,0.060836501901140684,0.07604562737642585,0.08365019011406843,0.0,1.4166666666666667,True,True,True,True,True,,,,False,False,,,,False,static,,,medium,False,,,,
172_popcount_variants,4,jump-threading memcpyopt lowerswitch,0.30414138400010415,556896,223,36,466,6,4,11,36,10,26,0,0,10,0,6,0,89,54,25,12,0,0,0,0,0,23,3,1,1,0,0,0,0,1,14,0,3,0,13,0,46,11,0,0,10,2,262,84,0,6,0,9,0,12,6.194444444444445,0.6412556053811659,0.16143497757847533,0.12556053811659193,0.04932735426008968,0.0,1.6481481481481481,True,True,True,True,True,False,,,,,False,,,True,static,1,,,True,True,,,True
172_popcount_variants,7,consthoist tailcallelim indvars loop-unroll,0.316733652000039,556704,223,36,466,6,4,11,36,10,26,0,0,10,0,6,0,89,54,25,12,0,0,0,0,0,23,3,1,1,0,0,0,0,1,14,0,3,0,13,0,46,11,0,0,10,2,262,84,0,6,0,9,0,12,6.194444444444445,0.6412556053811659,0.16143497757847533,0.12556053811659193,0.04932735426008968,0.0,1.6481481481481481,True,True,True,True,True,True,,,,,,,,,static,,True,,False,False,False,,False
172_popcount_variants,8,partial-inliner argpromotion globaldce indvars ipsccp elim-avail-extern loop-reduce globaldce,0.29383717799828446,556728,223,36,466,6,4,11,36,10,26,0,0,10,0,6,0,89,54,25,12,0,0,0,0,0,23,3,1,1,0,0,0,0,1,14,0,3,0,13,0,46,11,0,0,10,2,262,84,0,6,0,9,0,12,6.194444444444445,0.6412556053811659,0.16143497757847533,0.12556053811659193,0.04932735426008968,0.0,1.6481481481481481,True,True,True,True,True,,,,,True,True,,,,,1,,,,True,,False,False
177_chinese_remainder,0,slp-vectorizer lower-constant-intrinsics dce loop-deletion sccp licm,0.010267080000630813,556432,217,32,426,4,2,9,32,9,23,0,1,10,0,4,0,87,53,37,18,0,0,0,0,0,13,2,8,2,11,0,0,0,1,0,0,0,0,0,0,41,9,0,0,11,5,126,210,0,6,0,22,0,8,6.78125,0.6451612903225806,0.14746543778801843,0.1152073732718894,0.041474654377880185,0.0,1.6415094339622642,True,True,True,True,True,,,True,,,False,True,,,,3,,medium,,True,,,
177_chinese_remainder,2,mem2reg lower-constant-intrinsics slp-vectorizer tailcallelim,0.011258139000347,556432,217,32,426,4,2,9,32,9,23,0,1,10,0,4,0,87,53,37,18,0,0,0,0,0,13,2,8,2,11,0,0,0,1,0,0,0,0,0,0,41,9,0,0,11,5,126,210,0,6,0,22,0,8,6.78125,0.6451612903225806,0.14746543778801843,0.1152073732718894,0.041474654377880185,0.0,1.6415094339622642,True,True,True,True,True,,,False,,False,False,,,,,,True,medium,False,,,,
177_chinese_remainder,7,argpromotion lower-constant-intrinsics lower-matrix-intrinsics,0.012376669999866863,556432,217,32,426,4,2,9,32,9,23,0,1,10,0,4,0,87,53,37,18,0,0,0,0,0,13,2,8,2,11,0,0,0,1,0,0,0,0,0,0,41,9,0,0,11,5,126,210,0,6,0,22,0,8,6.78125,0.6451612903225806,0.14746543778801843,0.1152073732718894,0.041474654377880185,0.0,1.6415094339622642,True,True,True,True,True,False,,,,False,,,,,pic,0,,,,,,,
178_karatsuba_large,3,dse break-crit-edges loop-deletion mem2reg,0.016294846000164398,560600,319,57,635,5,4,11,57,20,37,0,0,20,0,5,5,133,64,35,58,0,0,2,3,0,22,5,5,3,5,0,0,0,1,0,0,0,0,0,5,77,11,0,0,29,5,325,111,0,6,0,18,0,10,5.5964912280701755,0.6175548589341693,0.1786833855799373,0.109717868338558,0.034482758620689655,0.08771929824561403,2.078125,True,True,True,True,True,,,,False,,,,,True,pic,0,False,,,,True,False,
178_karatsuba_large,9,div-rem-pairs loop-simplify mergereturn,0.0168779519990494,560616,319,57,635,5,4,11,57,20,37,0,0,20,0,5,5,133,64,35,58,0,0,2,3,0,22,5,5,3,5,0,0,0,1,0,0,0,0,0,5,77,11,0,0,29,5,325,111,0,6,0,18,0,10,5.5964912280701755,0.6175548589341693,0.1786833855799373,0.109717868338558,0.034482758620689655,0.08771929824561403,2.078125,True,True,True,True,True,,,,,,True,,,True,pic,,,,True,,False,,
